Ultimate Low Poly Dungeon;https://assetstore.unity.com/packages/3d/environments/dungeons/ultimate-low-poly-dungeon-143535
MyBox;https://github.com/Deadcows/MyBox
Github;https://assetstore.unity.com/packages/tools/version-control/github-for-unity-118069
Skybox BOXOPHOBIC;https://assetstore.unity.com/packages/vfx/shaders/free-skybox-extended-shader-107400
LowPoly Simple Nature Pack;https://assetstore.unity.com/packages/3d/environments/landscapes/low-poly-simple-nature-pack-162153
Chest and Pots;https://assetstore.unity.com/packages/3d/props/low-poly-rpg-item-pack-76088
